case,minlp_time,misoc_time,lp_time,lp_gap,misoc_gap
nomination_cold_0704,336.31,8.42,2.6,0.0,0.0
nomination_cold_0706,245.32,9.4,2.73,0.0,0.0
nomination_cold_0717,253.36,8.14,2.85,0.0,0.0
nomination_cold_0720,321.7,7.84,2.58,0.0,0.0
nomination_cold_0730,300.99,7.11,3.06,0.0,0.0
nomination_cold_0734,179.95,13.69,2.62,0.0,0.0
nomination_cold_0736,172.13,26.08,2.86,0.0,0.0
nomination_cold_0743,385.37,7.96,2.78,0.0,0.0
nomination_cold_0751,410.51,21.37,2.54,0.0,0.0
nomination_cold_0763,645.17,37.43,2.66,0.0,0.0
nomination_cold_0767,966.79,7.36,2.74,0.0,0.0
nomination_cold_0768,195.43,8.35,2.96,0.0,0.0
nomination_cold_0772,203.45,7.72,2.85,0.0,0.0
nomination_cold_0779,732.22,28.48,3.13,0.0,0.0
nomination_cold_0786,203.09,8.69,2.69,0.0,0.0
nomination_cold_0795,144.87,9.02,3.14,0.0,0.0
nomination_cold_0803,405.34,12.36,2.84,0.0,0.0
nomination_cold_0805,433.51,6.75,2.94,0.0,0.0
nomination_cold_0814,265.32,12.97,2.75,0.0,0.0
nomination_cold_0822,331.75,8.78,3.14,0.0,0.0
nomination_cold_0833,242.55,10.36,2.89,0.0,0.0
nomination_cold_0834,252.09,23.03,2.71,0.0,0.0
nomination_cold_0843,298.24,11.55,2.81,0.0,0.0
nomination_cold_0844,247.54,21.59,2.79,0.0,0.0
nomination_cold_0847,724.79,7.75,3.13,0.0,0.0
nomination_cold_0848,534.86,10.62,3.41,0.0,0.0
nomination_cold_0854,283.51,13.46,2.58,0.0,0.0
nomination_cold_0858,268.92,14.09,2.87,0.0,0.0
nomination_cold_0871,336.17,13.12,2.95,0.0,0.0
nomination_cold_0872,149.61,10.11,3.03,0.0,0.0
nomination_cold_0873,169.33,7.74,3.18,0.0,0.0
nomination_cold_0878,290.42,37.32,2.75,0.0,0.0
nomination_cold_0891,263.42,7.39,3.01,0.0,0.0
nomination_cold_0897,364.48,8.5,2.67,0.0,0.0
nomination_cold_0907,298.95,55.75,2.85,0.0,0.0
nomination_cold_0916,313.17,39.48,2.84,0.0,0.0
nomination_cold_0917,714.18,7.19,3.33,0.0,0.0
nomination_cold_0919,645.21,13.49,2.86,0.0,0.0
nomination_cold_0921,248.73,47.69,2.95,0.0,0.0
nomination_cold_0923,177.07,39.5,2.91,0.0,0.0
nomination_cold_0930,344.06,32.25,2.79,0.0,0.0
nomination_cold_0935,234.93,23.72,2.67,0.0,0.0
nomination_cold_0937,285.5,7.0,2.86,0.0,0.0
nomination_cold_0938,995.03,7.48,3.14,0.0,0.0
nomination_cold_0944,666.54,10.05,2.94,0.0,0.0
nomination_cold_0952,210.02,14.06,3.02,0.0,0.0
nomination_cold_0953,773.6,173.79,3.09,0.0,0.0
nomination_cold_0959,356.77,8.19,3.0,0.0,0.0
nomination_cold_0963,221.99,25.98,2.96,0.0,0.0
nomination_cold_0964,310.15,8.18,2.81,0.0,0.0
nomination_cold_0968,210.15,6.72,2.81,0.0,0.0
nomination_cold_0972,293.39,8.31,2.94,0.0,0.0
nomination_cold_0975,167.74,7.55,2.51,0.0,0.0
nomination_cold_0977,655.11,9.55,3.05,0.0,0.0
nomination_cold_0990,359.79,8.4,3.17,0.0,0.0
nomination_cold_1003,333.13,6.94,3.02,0.0,0.0
nomination_cold_1010,291.52,8.64,2.73,0.0,0.0
nomination_cold_1017,575.14,27.63,2.63,0.0,0.0
nomination_cold_1022,234.21,8.2,2.76,0.0,0.0
nomination_cold_1028,297.96,8.0,2.87,0.0,0.0
nomination_cold_1049,198.7,6.94,3.07,0.0,0.0
nomination_cold_1052,769.96,7.25,3.01,0.0,0.0
nomination_cold_1055,881.2,41.65,2.73,0.0,0.0
nomination_cold_1057,259.35,11.42,2.8,0.0,0.0
nomination_cold_1062,212.96,11.17,2.67,0.0,0.0
nomination_cold_1063,232.94,7.41,2.99,0.0,0.0
nomination_cold_1069,841.84,1002.03,2.73,0.0,NaN
nomination_cold_1080,179.96,12.37,2.95,0.0,0.0008641981311721358
nomination_cold_1098,259.49,13.25,2.78,0.0,0.0
nomination_cold_1099,231.45,7.62,2.93,0.0,0.0
nomination_cold_1112,330.23,42.45,3.04,0.0,0.0
nomination_cold_1113,772.04,11.06,3.26,0.0,0.0
nomination_cold_1114,123.7,8.1,2.91,0.0,0.0
nomination_cold_1117,123.34,8.74,2.98,0.0,0.0
nomination_cold_1119,488.45,11.67,3.14,0.0,0.0
nomination_cold_1127,156.76,1001.98,2.72,0.0,NaN
nomination_cold_1136,577.94,7.98,2.81,0.0,0.0
nomination_cold_1176,275.23,26.19,2.79,0.0,0.0
nomination_cold_1194,253.02,38.93,2.76,0.0,0.0
nomination_cold_1196,274.9,12.21,3.02,0.0,0.0
nomination_cold_1202,224.07,11.14,3.12,0.0,0.0
nomination_cold_1204,270.34,8.65,3.02,0.0,0.0
nomination_cold_1206,369.52,7.49,2.98,0.0,0.0
nomination_cold_1215,176.51,9.33,2.84,0.0,0.0
nomination_cold_1218,452.02,11.12,3.22,0.0,0.0
nomination_cold_1226,140.7,9.17,3.09,0.0,0.0
nomination_cold_1230,151.97,8.14,2.78,0.0,0.0
nomination_cold_1240,470.73,7.66,2.9,0.0,0.0
nomination_cold_1250,685.79,7.71,2.92,0.0,0.0
nomination_cold_1261,558.88,22.61,3.04,0.0,0.0
nomination_cold_1266,921.42,10.19,3.35,0.0,0.0
nomination_cold_1281,1000.18,9.79,2.88,0.0,0.0
nomination_cold_1284,313.44,10.94,3.16,0.0,0.0
nomination_cold_1288,609.2,12.12,2.8,0.0,0.0
nomination_cold_1289,296.53,9.99,3.21,0.0,0.0
nomination_cold_1295,206.45,11.26,2.8,0.0,0.0
nomination_cold_1310,254.51,1001.77,2.69,0.0,NaN
nomination_cold_1312,310.71,29.44,2.69,0.0,0.0
nomination_cold_1313,403.08,8.15,2.99,0.0,0.0
nomination_cold_1316,295.73,6.76,2.88,0.0,0.0
nomination_cold_1317,226.9,8.95,2.78,0.0,0.0
nomination_cold_1327,474.74,7.39,3.02,0.0,0.0
nomination_cold_1338,244.41,12.25,3.06,0.0,0.0
nomination_cold_1347,147.18,8.13,2.9,0.0,0.0
nomination_cold_1349,254.57,10.62,2.94,0.0,0.0
nomination_cold_1357,223.93,8.15,2.7,0.0,0.0
nomination_cold_1364,408.65,8.75,3.18,0.0,0.0
nomination_cold_1369,216.48,42.4,2.65,0.0,0.0
nomination_cold_1373,142.67,38.96,3.0,0.0,0.0
nomination_cold_1380,186.81,22.29,2.8,0.0,0.0
nomination_cold_1386,281.96,7.82,2.69,0.0,0.0
nomination_cold_1392,281.96,14.94,2.93,0.0,0.00010339705021112503
nomination_cold_1400,328.13,7.38,2.83,0.0,0.0
nomination_cold_1403,361.43,10.61,2.92,0.0,0.0
nomination_cold_1411,729.12,45.46,2.83,0.0,0.0
nomination_cold_1421,135.09,8.22,2.84,0.0,0.0
nomination_cold_1437,262.6,34.44,2.55,0.0,0.0
nomination_cold_1445,476.0,40.29,2.99,0.0,0.0
nomination_cold_1462,846.59,12.64,3.15,0.0,0.0
nomination_cold_1466,143.77,7.47,2.77,0.0,0.0
nomination_cold_1468,334.6,26.74,3.01,0.0,0.0
nomination_cold_1484,140.08,8.11,2.85,0.0,0.0
nomination_cold_1490,124.07,11.65,2.76,0.0,0.0
nomination_cold_1500,819.0,11.39,3.02,0.0,0.0
nomination_cold_1519,306.64,25.64,3.01,0.0,0.0
nomination_cold_1520,420.98,8.51,2.83,0.0,0.0
nomination_cold_1521,364.54,11.3,2.92,0.0,0.0
nomination_cold_1522,314.26,26.13,3.08,0.006509861690985271,0.0
nomination_cold_1524,465.21,8.96,2.66,0.0,0.0
nomination_cold_1529,545.69,8.66,2.8,0.0,0.0
nomination_cold_1534,354.16,13.24,3.03,0.0,0.0
nomination_cold_1536,978.71,8.15,2.92,0.0,0.0
nomination_cold_1537,224.87,10.52,2.96,0.0,0.0
nomination_cold_1549,150.78,9.16,3.43,0.0,0.0
nomination_cold_1559,235.54,7.84,3.02,0.0,0.0
nomination_cold_1561,226.55,22.12,2.6,0.0,0.0
nomination_cold_1562,111.21,17.58,2.67,0.0,0.0
nomination_cold_1565,412.09,7.12,2.71,0.0,0.0
nomination_cold_1572,733.01,7.73,2.95,0.0,0.0
nomination_cold_1577,878.36,8.15,2.82,0.0,0.0
nomination_cold_1578,149.49,7.15,2.89,0.0,0.0
nomination_cold_1581,413.45,7.92,3.02,0.0,0.0
nomination_cold_1583,291.34,9.02,2.9,0.0,0.0
nomination_cold_1589,415.0,7.55,3.06,0.0,0.0
nomination_cold_1595,294.43,8.9,2.63,0.0,0.0
nomination_cold_1613,116.36,8.67,2.5,0.0,0.0
nomination_cold_1616,306.16,37.94,3.04,0.0,0.0
nomination_cold_1621,449.15,9.23,3.09,0.0,0.0
nomination_cold_1629,216.41,8.45,2.99,0.0,0.0
nomination_cold_1632,328.53,10.5,3.11,0.0,0.0
nomination_cold_1640,344.18,31.02,2.91,0.0,0.0
nomination_cold_1645,245.73,7.65,2.97,0.0,0.0
nomination_cold_1647,345.26,7.97,2.84,0.0,0.0
nomination_cold_1650,203.76,29.08,2.73,0.0,0.0
nomination_cold_1656,124.88,20.87,2.73,0.0,0.0
nomination_cold_1658,235.72,10.56,2.73,0.0,0.0
nomination_cold_1662,238.65,8.37,2.8,0.0,0.0
nomination_cold_1667,191.05,43.13,2.98,0.0,0.0
nomination_cold_1671,106.68,36.2,2.79,0.0,0.0
nomination_cold_1673,231.68,7.6,2.88,0.0,0.0
nomination_cold_1674,810.96,15.0,2.86,0.0,0.0
nomination_cold_1679,225.97,6.8,3.07,0.0,0.0
nomination_cold_1686,182.73,8.23,2.73,0.0,0.0
nomination_cold_1687,148.66,7.8,2.78,0.0,0.0
nomination_cold_1698,299.15,10.16,2.7,0.0,0.0
nomination_cold_1699,299.07,33.02,2.88,0.0,0.0
nomination_cold_1706,272.33,7.37,2.62,0.0,0.0
nomination_cold_1712,138.62,8.94,2.81,0.0,0.0
nomination_cold_1713,317.61,8.56,2.83,0.0,0.0
nomination_cold_1714,884.7,8.09,2.95,0.0,0.0
nomination_cold_1718,293.94,38.66,2.6,0.0,0.0
nomination_cold_1724,308.81,9.04,3.11,0.0,0.0
nomination_cold_1726,149.28,8.16,2.8,0.0,0.0
nomination_cold_1735,188.44,7.59,2.76,0.0,0.0
nomination_cold_1746,204.19,1001.1,2.49,0.0,NaN
nomination_cold_1751,329.81,29.11,2.69,0.0,0.0
nomination_cold_1753,188.97,10.63,2.85,0.0,0.0
nomination_cold_1754,364.63,8.68,2.94,0.0,0.0
nomination_cold_1764,285.92,11.43,2.64,0.0,0.0
nomination_cold_1765,253.4,12.06,3.12,0.0,0.0
nomination_cold_1780,136.63,10.42,2.78,0.0,0.0
nomination_cold_1785,402.14,10.78,3.0,0.0,0.0
nomination_cold_1787,267.91,44.54,3.0,0.0,0.0
nomination_cold_1791,168.61,7.41,3.14,0.0,0.0
nomination_cold_1794,253.99,12.58,2.67,0.0,0.00014891807460810382
nomination_cold_1805,236.2,7.68,3.0,0.0,0.0
nomination_cold_1825,958.58,30.64,2.63,0.0,0.0
nomination_cold_1840,271.61,9.53,2.95,0.0,0.0
nomination_cold_1852,733.0,13.61,2.93,0.0,0.0
nomination_cold_1858,143.01,14.37,2.9,0.0,0.0
nomination_cold_1870,218.88,39.01,2.85,0.0,0.0
nomination_cold_1891,209.23,39.51,3.01,0.0,0.0
nomination_cold_1892,291.81,11.24,2.94,0.0,0.0
nomination_cold_1896,337.55,43.71,3.24,0.0,0.0
nomination_cold_1900,150.4,10.81,3.17,0.0,0.0
nomination_cold_1918,141.42,29.33,2.51,0.0,0.0
nomination_cold_1919,207.13,8.9,2.56,0.0,0.0
nomination_cold_1931,672.56,9.85,2.6,0.0,0.0
nomination_cold_1936,162.46,11.58,3.06,0.0,0.0
nomination_cold_1941,159.43,1002.05,2.79,0.0,NaN
nomination_cold_1946,332.66,7.37,2.94,0.0,0.0
nomination_cold_1949,279.53,13.22,3.27,0.0,0.0
nomination_cold_1957,283.99,8.83,2.86,0.0,0.0
nomination_cold_1967,228.91,7.44,3.42,0.0,0.0
nomination_cold_1974,488.73,15.11,2.84,0.0,0.0
nomination_cold_1982,267.79,20.56,2.97,0.0,0.0
nomination_cold_1986,169.64,32.11,2.69,0.0,0.0
nomination_cold_1999,244.61,1002.0,4.08,0.0,NaN
nomination_cold_2000,301.74,39.78,3.1,0.0,0.0
nomination_cold_2006,184.59,11.09,2.96,0.0,0.0
nomination_cold_2016,318.74,14.59,2.82,0.0,0.0
nomination_cold_2045,216.22,12.26,2.82,0.0,0.0
nomination_cold_2046,410.17,8.08,2.63,0.0,0.0
nomination_cold_2048,165.43,1001.06,2.55,0.0,NaN
nomination_cold_2049,273.98,12.04,3.04,0.0,0.0
nomination_cold_2053,830.02,6.45,2.75,0.0,0.0
nomination_cold_2067,271.58,8.1,2.86,0.0,0.0
nomination_cold_2070,181.44,17.7,2.97,0.0,0.0016720294167688501
nomination_cold_2092,131.92,8.53,2.88,0.0,0.0
nomination_cold_2093,137.81,8.04,3.1,0.0,0.0
nomination_cold_2095,310.31,12.12,2.81,0.0,0.0
nomination_cold_2120,293.38,11.94,3.03,0.0,0.0
nomination_cold_2129,420.98,9.35,2.86,0.0,0.0
nomination_cold_2133,129.67,8.87,2.7,0.0,0.0
nomination_cold_2141,391.51,8.75,2.74,0.0,0.0
nomination_cold_2145,942.88,14.08,3.11,0.0,0.0
nomination_cold_2146,316.34,17.53,2.96,0.0,0.0
nomination_cold_2173,203.27,10.31,2.77,0.0,0.0
nomination_cold_2187,199.82,12.81,2.79,0.0,0.0
nomination_cold_2196,278.29,7.85,3.31,0.0,0.0
nomination_cold_2208,407.42,36.14,2.59,0.0,0.0
nomination_cold_2215,192.36,7.9,3.1,0.0,0.0
nomination_cold_2226,254.64,30.6,2.77,0.0,0.0
nomination_cold_2230,294.49,7.47,3.01,0.0,0.0
nomination_cold_2232,119.66,13.55,2.73,0.0,0.0
nomination_cold_2241,241.4,1001.32,2.43,0.0,NaN
nomination_cold_2246,151.98,9.13,2.88,0.0,0.0
nomination_cold_2258,319.93,12.19,3.17,0.0,0.0
nomination_cold_2275,573.59,13.06,3.13,0.0,0.0
nomination_cold_2281,145.02,31.36,2.78,0.0,0.0
nomination_cold_2283,218.04,12.92,2.95,0.0,0.00014450145157543287
nomination_cold_2286,439.81,45.09,3.11,0.0,0.0
nomination_cold_2288,107.76,13.22,2.78,0.0,0.0
nomination_cold_2290,286.1,8.67,3.41,0.0,0.0
nomination_cold_2297,97.58,7.37,2.51,0.0,0.0
nomination_cold_2302,307.08,7.75,2.86,0.0,0.0
nomination_cold_2310,317.47,8.64,3.09,0.0,0.0
nomination_cold_2315,257.11,7.04,2.95,0.0,0.0
nomination_cold_2319,425.48,6.97,2.93,0.0,0.0
nomination_cold_2326,127.87,9.43,2.72,0.0,0.0
nomination_cold_2336,167.29,7.4,2.97,0.0,0.0
nomination_cold_2359,218.15,10.81,2.93,0.0061123818581142585,0.0
nomination_cold_2369,596.73,12.42,3.2,0.0,0.0
nomination_cold_2385,236.22,14.13,2.86,0.0,0.0
nomination_cold_2387,144.76,39.22,2.83,0.0,0.0
nomination_cold_2405,154.49,6.9,2.69,0.0,0.0
nomination_cold_2406,247.51,8.39,2.65,0.0,0.0
nomination_cold_2416,256.4,7.0,2.86,0.0,0.0
nomination_cold_2417,271.19,28.92,3.16,0.0,0.0
nomination_cold_2425,277.75,11.15,2.9,0.0,0.0
nomination_cold_2455,193.92,8.56,2.81,0.0,0.0
nomination_cold_2456,141.01,7.19,2.71,0.0,0.0
nomination_cold_2457,234.6,34.17,2.53,0.0,0.0
nomination_cold_2467,155.82,7.47,2.73,0.0,0.0
nomination_cold_2471,342.12,10.29,2.79,0.0,0.0
nomination_cold_2488,301.98,9.36,2.79,0.0,0.0
nomination_cold_2500,203.07,7.73,3.0,0.0,0.0
nomination_cold_2505,544.71,7.29,2.75,0.0,0.0
nomination_cold_2519,192.64,28.36,2.76,0.0,0.0
nomination_cold_2521,153.19,32.66,2.57,0.0,0.0
nomination_cold_2530,245.4,11.19,3.02,0.0,0.0
nomination_cold_2534,725.49,42.9,3.0,0.0,0.0
nomination_cold_2536,350.65,9.14,2.74,0.0,0.0
nomination_cold_2538,417.92,10.29,2.95,0.0,0.0
nomination_cold_2541,210.02,8.26,3.03,0.0,0.0
nomination_cold_2542,261.66,12.9,3.09,0.0,0.0
nomination_cold_2543,221.37,10.98,2.86,0.0,0.0
nomination_cold_2544,168.01,7.73,2.71,0.0,0.0
nomination_cold_2546,196.7,7.68,2.84,0.0,0.0
nomination_cold_2551,360.81,8.14,2.81,0.0,0.0
nomination_cold_2559,148.28,12.23,3.08,0.0,0.0
nomination_cold_2560,247.42,8.29,2.81,0.0,0.0
nomination_cold_2570,207.93,36.43,3.1,0.0,0.0
nomination_cold_2575,191.24,7.1,2.64,0.0,0.0
nomination_cold_2579,950.82,28.98,2.85,0.0,0.0
nomination_cold_2582,289.71,1000.94,2.71,0.0,NaN
nomination_cold_2583,155.02,24.73,3.1,0.0,0.0
nomination_cold_2584,229.33,10.75,2.96,0.0,0.0
nomination_cold_2607,255.77,7.44,3.33,0.0,0.0
nomination_cold_2632,113.21,10.78,2.76,0.0,0.0
nomination_cold_2650,411.12,7.15,3.11,0.0,0.0
nomination_cold_2660,863.31,36.61,2.69,0.0,0.0
nomination_cold_2670,797.69,7.83,2.88,0.0,0.0
nomination_cold_2675,470.37,11.73,2.91,0.0,0.0
nomination_cold_2678,225.17,48.21,3.16,0.0,0.0
nomination_cold_2687,178.0,7.72,2.91,0.0,0.0
nomination_cold_2690,172.09,27.06,2.98,0.0,0.0
nomination_cold_2706,205.91,8.88,3.1,0.0,0.0
nomination_cold_2741,161.65,22.82,2.63,0.0,0.0
nomination_cold_2747,267.39,7.49,2.91,0.0,0.0
nomination_cold_2748,306.45,15.52,2.73,0.0,0.0
nomination_cold_2753,295.66,30.57,3.13,0.0,0.0
nomination_cold_2761,118.3,7.4,2.81,0.0,0.0
nomination_cold_2762,136.04,24.98,2.8,0.0,0.0
nomination_cold_2778,241.44,14.92,2.73,0.0,0.0
nomination_cold_2807,595.37,7.96,2.78,0.0,0.0
nomination_cold_2808,283.96,9.45,3.04,0.0,0.0
nomination_cold_2814,370.51,8.16,2.88,0.0,0.0
nomination_cold_2831,346.56,8.88,2.81,0.0,0.0
nomination_cold_2837,501.43,24.27,2.84,0.0,0.0
nomination_cold_2838,471.36,10.61,2.75,0.0,0.0
nomination_cool_0001,174.8,11.08,2.64,0.0,0.0
nomination_cool_0005,257.82,40.36,3.18,0.0,0.0
nomination_cool_0008,146.68,31.14,2.58,0.0,0.0
nomination_cool_0011,299.27,9.79,2.83,0.0,0.0
nomination_cool_0025,267.08,8.28,3.08,0.0,0.0
nomination_cool_0027,159.9,11.35,2.92,0.0,0.0
nomination_cool_0029,130.61,26.03,3.0,0.0,0.0
nomination_cool_0036,384.89,1001.72,2.97,0.0,NaN
nomination_cool_0038,347.0,1002.05,3.9,0.0,NaN
nomination_cool_0043,249.01,24.28,2.88,0.0,0.0
nomination_cool_0063,267.57,37.15,3.09,0.0,0.0
nomination_cool_0070,170.82,35.33,3.28,0.0,0.0
nomination_cool_0075,303.23,13.49,3.39,0.003818402280028169,0.0
nomination_cool_0080,992.39,7.16,2.9,0.0,0.0
nomination_cool_0083,134.49,33.61,2.66,0.0,0.0
nomination_cool_0088,178.14,8.49,2.89,0.0,0.0
nomination_cool_0091,187.68,25.58,2.81,0.0,0.0
nomination_cool_0097,140.83,11.26,2.96,0.0,0.0
nomination_cool_0114,138.57,11.08,3.27,0.0,0.0
nomination_cool_0118,161.87,46.86,2.97,0.0,0.0
nomination_cool_0123,147.49,7.87,3.13,0.0,0.0
nomination_cool_0124,257.28,11.1,3.04,0.0,0.0
nomination_cool_0125,327.21,741.11,3.09,0.0,0.0
nomination_cool_0132,330.89,9.1,2.98,0.0,0.0
nomination_cool_0136,368.86,7.78,2.88,0.0,0.0
nomination_cool_0138,260.53,23.67,2.6,0.0,0.0
nomination_cool_0148,317.02,50.44,3.16,0.002047461086840575,0.0
nomination_cool_0149,240.64,9.03,2.94,0.0,0.0
nomination_cool_0150,146.43,25.88,2.6,0.0,0.0
nomination_cool_0156,304.67,47.9,2.69,0.0,0.0
nomination_cool_0157,138.69,7.49,2.91,0.0,0.0
nomination_cool_0162,166.9,34.81,2.86,0.0,0.0
nomination_cool_0163,307.95,46.61,2.63,0.0,0.0
nomination_cool_0168,128.18,7.87,3.06,0.0,0.0
nomination_cool_0169,188.02,38.53,2.59,0.0,0.0
nomination_cool_0174,286.05,12.09,2.79,0.0,0.0
nomination_cool_0175,282.1,22.92,2.91,0.0,0.0
nomination_cool_0182,216.75,13.22,3.15,0.0,0.0
nomination_cool_0188,178.11,11.35,3.14,0.0,0.0
nomination_cool_0191,259.06,20.98,2.74,0.0,0.0
nomination_cool_0199,311.91,11.03,3.38,0.0,0.0
nomination_cool_0202,231.64,23.16,2.51,0.0,0.0
nomination_cool_0204,342.69,7.57,2.87,0.0,0.0
nomination_cool_0210,377.5,9.23,2.77,0.0,0.0
nomination_cool_0222,198.23,38.27,2.9,0.0,0.0
nomination_cool_0226,294.74,9.28,2.8,0.0,0.0
nomination_cool_0227,340.68,7.7,3.12,0.005738874111868463,0.0
nomination_cool_0228,247.09,11.69,2.94,0.0,0.0
