case,minlp_time,misoc_time,lp_time,lp_gap,misoc_gap
nomination_cool_0233,486.16,9.59,2.9,0.0,0.0
nomination_cool_0241,130.67,14.65,2.72,0.0,0.0
nomination_cool_0243,130.06,11.51,2.84,0.0,0.0
nomination_cool_0256,764.12,522.84,2.68,0.0,0.0
nomination_cool_0261,281.24,39.63,2.76,0.0,0.0
nomination_cool_0263,149.38,50.98,3.11,0.0,0.0
nomination_cool_0269,328.81,24.5,2.67,0.0,0.0
nomination_cool_0270,567.47,34.94,2.8,0.0,0.0
nomination_cool_0291,55.11,10.22,3.18,0.0,0.0
nomination_cool_0297,123.62,12.34,2.94,0.0,0.0
nomination_cool_0300,271.6,29.84,2.74,0.0,0.0
nomination_cool_0302,163.24,50.13,3.06,0.0,0.0
nomination_cool_0307,4.91,7.23,3.23,0.0,0.0
nomination_cool_0311,149.32,21.69,2.67,0.0,0.0
nomination_cool_0312,274.37,11.59,3.1,0.0,0.0
nomination_cool_0313,156.1,27.34,2.91,0.0,0.0
nomination_cool_0316,687.17,6.82,2.93,0.0,0.0
nomination_cool_0318,141.5,13.64,2.76,0.0,0.0
nomination_cool_0321,121.45,13.1,3.2,0.0,0.0
nomination_cool_0343,149.92,9.73,2.76,0.0,0.0
nomination_cool_0351,254.74,1001.45,2.75,0.0,NaN
nomination_cool_0357,312.13,1000.19,2.56,0.0,NaN
nomination_cool_0359,92.96,13.38,2.73,0.0,0.0
nomination_cool_0362,334.24,77.75,2.73,0.0,0.0
nomination_cool_0365,275.6,28.84,2.8,0.0,0.0
nomination_cool_0367,228.06,13.03,3.03,0.0,0.0
nomination_cool_0373,253.83,12.12,3.11,0.0,0.0
nomination_cool_0387,242.16,10.29,2.52,0.0,0.0
nomination_cool_0388,174.54,8.81,2.63,0.0,0.0
nomination_cool_0390,166.09,9.65,3.22,0.0,0.0
nomination_cool_0398,244.03,34.94,2.84,0.0,0.0
nomination_cool_0405,157.88,1000.74,2.66,0.0,NaN
nomination_cool_0406,469.92,46.06,3.04,0.0,0.0
nomination_cool_0413,158.97,14.99,2.85,0.0,0.0
nomination_cool_0414,311.8,24.2,2.59,0.0,0.0
nomination_cool_0421,151.75,33.4,3.0,0.0,0.0
nomination_cool_0439,107.6,142.68,3.15,0.0,0.0
nomination_cool_0443,404.41,11.97,2.98,0.0,0.0
nomination_cool_0446,132.37,10.3,2.97,0.0,0.0
nomination_cool_0455,256.56,125.91,2.79,0.0,0.0
nomination_cool_0472,164.22,10.1,2.63,0.0,0.0
nomination_cool_0481,418.89,11.56,3.02,0.0,0.0
nomination_cool_0485,285.75,9.58,3.38,0.0,0.0
nomination_cool_0491,251.0,10.07,3.31,0.0,0.0
nomination_cool_0504,124.84,29.16,2.81,0.0,0.0
nomination_cool_0505,144.62,9.91,2.74,0.0,0.0
nomination_cool_0507,108.32,10.54,2.56,0.0,0.0
nomination_cool_0511,132.06,9.26,2.88,0.0,0.0
nomination_cool_0513,135.07,14.17,3.18,0.0,0.0
nomination_cool_0519,272.7,9.45,2.9,0.0,0.0
nomination_cool_0521,138.93,9.61,2.8,0.0,0.0
nomination_cool_0529,141.51,23.52,2.81,0.0,0.0
nomination_cool_0539,299.85,42.47,2.55,0.0,0.0
nomination_cool_0543,282.41,26.09,2.77,0.009856990271321812,0.0
nomination_cool_0548,136.34,8.77,3.11,0.0,0.0
nomination_cool_0556,276.2,11.53,2.94,0.0,0.0
nomination_cool_0558,118.1,12.64,2.72,0.0,0.0
nomination_cool_0565,216.77,26.22,2.68,0.0,0.0
nomination_cool_0585,230.15,42.47,2.9,0.0,0.0
nomination_cool_0594,231.62,10.27,2.64,0.0,0.0
nomination_cool_0596,262.34,27.66,3.09,0.0,0.0
nomination_cool_0606,143.25,10.83,2.83,0.0,0.0
nomination_cool_0609,264.7,14.7,3.07,0.0,0.0
nomination_cool_0617,637.67,11.78,2.99,0.0,0.0
nomination_cool_0622,613.13,38.96,3.17,0.0,0.0
nomination_cool_0625,299.59,27.1,3.01,0.0,0.0
nomination_cool_0626,355.79,61.77,2.74,0.0,0.0
nomination_cool_0633,151.4,10.65,2.85,0.0,0.0
nomination_cool_0635,261.13,40.3,3.06,0.0,0.0
nomination_cool_0636,111.38,1000.53,2.69,0.0,NaN
nomination_cool_0637,411.43,8.4,3.69,0.0,0.0
nomination_cool_0644,140.1,14.01,2.67,0.0,0.0
nomination_cool_0649,377.91,30.83,2.77,0.0,0.0
nomination_cool_0667,13.56,9.36,2.81,0.0,0.0
nomination_cool_0668,215.16,37.18,3.04,0.0,0.0
nomination_cool_0671,86.29,8.55,3.34,0.0,0.0
nomination_cool_0684,165.65,11.05,2.78,0.0,0.0
nomination_cool_0699,319.14,9.94,2.8,0.0,0.0
nomination_cool_0702,266.51,6.2,3.13,0.0,0.0
nomination_cool_0707,662.25,35.53,2.87,0.0,0.0
nomination_cool_0712,230.19,10.55,2.82,0.0,0.0
nomination_cool_0715,179.42,30.75,2.75,0.0,0.0
nomination_cool_0718,158.37,11.82,3.04,0.0,0.0
nomination_cool_0728,235.22,10.57,2.94,0.0,0.0
nomination_cool_0735,669.82,15.52,3.13,0.0,0.0
nomination_cool_0738,170.67,47.78,3.1,0.0,0.0
nomination_cool_0758,194.57,11.15,2.84,0.0,0.0
nomination_cool_0771,187.23,1000.56,2.79,0.0,NaN
nomination_cool_0775,160.45,10.25,2.75,0.0,0.0
nomination_cool_0781,223.09,10.64,2.69,0.0,0.0
nomination_cool_0784,139.31,6.84,2.86,0.0,0.0
nomination_cool_0787,140.38,32.07,2.87,0.0,0.0
nomination_cool_0791,113.62,7.64,2.7,0.0,0.0
nomination_cool_0794,438.12,10.04,2.68,0.0,0.0
nomination_cool_0800,292.43,24.13,2.86,0.0,0.0
nomination_cool_0816,166.57,119.98,2.68,0.0,0.0
nomination_cool_0830,251.88,7.43,2.78,0.0,0.0
nomination_cool_0837,291.01,31.83,3.18,0.0,0.0
nomination_cool_0841,198.47,39.51,3.03,0.0,0.0
nomination_cool_0846,370.48,24.0,2.62,0.0,0.0
nomination_cool_0850,233.99,10.66,2.9,0.0,0.0
nomination_cool_0861,276.09,8.9,2.82,0.0,0.0
nomination_cool_0862,124.19,10.72,2.79,0.0,0.0
nomination_cool_0864,605.67,12.85,3.04,0.0,0.0
nomination_cool_0866,255.08,33.62,2.88,0.0,0.0
nomination_cool_0876,809.33,11.51,2.98,0.0,0.0
nomination_cool_0887,307.0,9.08,3.11,0.0,0.0
nomination_cool_0893,242.56,24.97,2.62,0.0,0.0
nomination_cool_0895,292.09,28.44,3.04,0.0,0.0
nomination_cool_0896,195.6,1000.74,2.69,0.0,NaN
nomination_cool_0901,259.25,84.75,2.96,0.0,0.0
nomination_cool_0908,235.65,9.74,2.87,0.0,0.0
nomination_cool_0922,156.75,28.08,2.91,0.0,0.0
nomination_cool_0928,259.66,8.12,2.62,0.0,0.0
nomination_cool_0932,124.42,6.59,2.88,0.0,0.0
nomination_cool_0934,257.42,12.38,2.79,0.0,0.0
nomination_cool_0945,157.62,33.42,3.07,0.0,0.0
nomination_cool_0946,284.66,15.0,2.89,0.0,0.0
nomination_cool_0948,407.8,12.31,3.28,0.0,0.0
nomination_cool_0949,131.3,12.09,2.78,0.0,0.0
nomination_cool_0950,316.63,928.8,2.78,0.0,0.0
nomination_cool_0970,289.51,384.02,3.36,0.0,0.0
nomination_cool_0974,173.3,28.8,2.99,0.008801634862248393,0.0
nomination_cool_0980,156.01,11.32,3.3,0.0,0.0
nomination_cool_0983,213.29,8.04,2.95,0.0,0.0
nomination_cool_0987,477.18,39.7,3.06,0.0,0.0
nomination_cool_0994,257.2,1007.28,2.72,0.0,NaN
nomination_cool_1006,352.91,67.29,2.67,0.0,0.0
nomination_cool_1008,189.88,8.02,3.15,0.0,0.0
nomination_cool_1009,246.63,12.86,2.88,0.0,0.0
nomination_cool_1014,242.56,27.84,2.86,0.0,0.0
nomination_cool_1015,222.76,7.22,3.08,0.0,0.0
nomination_cool_1018,157.0,12.08,2.86,0.0,0.0
nomination_cool_1027,170.85,13.09,2.81,0.0,0.0
nomination_cool_1044,362.21,25.42,2.65,0.0,0.0
nomination_cool_1058,120.05,40.0,2.99,0.0,0.0
nomination_cool_1065,262.68,32.76,2.94,0.0,0.0
nomination_cool_1075,231.56,8.92,2.88,0.0,0.0
nomination_cool_1091,741.26,26.76,2.73,0.0,0.0
nomination_cool_1093,343.5,8.72,2.6,0.0,0.0
nomination_cool_1094,351.79,35.12,3.03,0.0,0.0
nomination_cool_1103,153.23,26.16,3.06,0.0,0.0
nomination_cool_1105,105.7,9.56,2.75,0.0,0.0
nomination_cool_1106,180.87,1000.24,2.89,0.0,NaN
nomination_cool_1108,734.98,11.53,3.51,0.0,0.0
nomination_cool_1111,652.47,8.47,2.86,0.0,0.0
nomination_cool_1121,192.12,27.29,2.76,0.0,0.0
nomination_cool_1122,975.99,9.89,3.09,0.0,0.0
nomination_cool_1139,245.98,22.03,2.62,0.0,0.0
nomination_cool_1152,450.56,32.16,3.12,0.0,0.0
nomination_cool_1155,198.95,10.66,2.85,0.0,0.0
nomination_cool_1172,161.18,24.36,3.38,0.0,0.0
nomination_cool_1182,141.4,9.9,2.84,0.0,0.0
nomination_cool_1183,155.0,13.33,2.74,0.0,0.0
nomination_cool_1227,250.89,8.13,2.74,0.0,0.0
nomination_cool_1238,244.65,8.83,3.01,0.0,0.0
nomination_cool_1249,318.39,9.8,2.81,0.0,0.0
nomination_cool_1256,151.28,8.54,2.97,0.0,0.0
nomination_cool_1263,230.95,10.43,2.65,0.0,0.0
nomination_cool_1264,115.41,50.62,2.81,0.0,0.0
nomination_cool_1265,107.11,46.84,2.97,0.0,0.0
nomination_cool_1275,245.84,34.66,2.73,0.0,0.0
nomination_cool_1282,156.82,43.52,2.73,0.0,0.0
nomination_cool_1290,110.34,22.55,3.07,0.0,0.0
nomination_cool_1292,129.31,12.16,3.37,0.0,0.0
nomination_cool_1300,418.09,31.5,3.07,0.0,0.0
nomination_cool_1302,153.01,37.82,2.79,0.0,0.0
nomination_cool_1309,116.95,12.0,2.66,0.0,0.0
nomination_cool_1335,162.8,1000.29,3.02,0.0,NaN
nomination_cool_1336,194.44,22.76,2.94,0.0,0.0
nomination_cool_1363,238.8,35.23,3.03,0.0,0.0
nomination_cool_1365,456.69,12.91,2.99,0.0,0.0
nomination_cool_1384,668.56,13.7,2.94,0.0,0.0
nomination_cool_1387,278.66,9.22,2.79,0.0,0.0
nomination_cool_1390,262.99,44.52,2.76,0.0,0.0
nomination_cool_1402,291.61,11.92,2.76,0.0,0.0
nomination_cool_1404,142.48,35.06,2.8,0.0,0.0
nomination_cool_1410,159.92,24.43,2.75,0.0,0.0
nomination_cool_1420,157.42,11.64,2.98,0.0,0.0
nomination_cool_1427,763.55,1001.16,3.04,0.0,NaN
nomination_cool_1434,221.33,11.05,2.76,0.0,0.0
nomination_cool_1438,546.54,27.16,2.72,0.0,0.0
nomination_cool_1444,128.09,7.76,2.81,0.0,0.0
nomination_cool_1473,246.18,10.45,2.57,0.0,0.0
nomination_cool_1474,276.16,20.82,2.77,0.0,0.0
nomination_cool_1492,139.48,15.51,3.0,0.0,0.0
nomination_cool_1501,207.51,29.11,2.8,0.0,0.0
nomination_cool_1503,147.7,18.83,2.73,0.0,0.0
nomination_cool_1506,130.44,15.75,3.07,0.0,0.0
nomination_cool_1507,121.52,29.14,2.67,0.0,0.0
nomination_cool_1509,863.02,34.21,2.57,0.0,0.0
nomination_cool_1518,659.48,12.2,2.9,0.0,0.0
nomination_cool_1527,140.14,56.51,2.84,0.0,0.0
nomination_cool_1532,218.17,8.85,3.46,0.0,0.0
nomination_cool_1533,132.01,9.67,2.75,0.0,0.0
nomination_cool_1546,118.73,137.85,2.66,0.0,0.0
nomination_cool_1553,129.81,12.38,3.08,0.0,0.0
nomination_cool_1555,307.39,10.82,2.71,0.0,0.0
nomination_cool_1556,136.8,9.83,2.95,0.0,0.0
nomination_cool_1557,210.0,38.58,3.88,0.0,0.0
nomination_cool_1568,133.62,13.45,2.82,0.0,0.0
nomination_cool_1569,191.58,28.63,2.82,0.0,0.0
nomination_cool_1570,151.82,35.65,2.71,0.0,0.0
nomination_cool_1573,255.66,13.31,3.13,0.0,0.0
nomination_cool_1582,318.5,39.41,2.86,0.0,0.0
nomination_cool_1585,329.58,21.71,3.09,0.0,0.0
nomination_cool_1599,392.03,13.4,3.07,0.0007049473055480397,0.0
nomination_cool_1610,169.03,9.56,2.69,0.0,0.0
nomination_cool_1615,301.43,14.36,2.6,0.0,0.0
nomination_cool_1618,283.96,12.05,2.88,0.0,0.0
nomination_cool_1622,834.45,21.34,2.74,0.0,0.0
nomination_cool_1630,288.52,13.99,2.75,0.0,0.0
nomination_cool_1649,395.41,16.51,3.01,0.0,0.0
nomination_cool_1655,128.29,47.47,2.81,0.0,0.0
nomination_cool_1657,176.73,36.5,2.74,0.0,0.0
nomination_cool_1668,368.72,9.06,3.36,0.0,0.0
nomination_cool_1672,254.82,31.07,2.77,0.0,0.0
nomination_cool_1677,150.25,37.39,2.71,0.0,0.0
nomination_cool_1678,153.81,26.36,3.37,0.0,0.0
nomination_cool_1681,143.66,14.69,2.93,0.0,0.0
nomination_cool_1690,352.63,10.77,3.15,0.0,0.0
nomination_cool_1702,264.82,42.59,2.6,0.0,0.0
nomination_cool_1703,245.64,10.7,2.74,0.0,0.0
nomination_cool_1704,726.96,7.03,2.92,0.0,0.0
nomination_cool_1709,4.24,39.79,2.73,0.0,0.0
nomination_cool_1715,359.14,27.5,2.77,0.0,0.0
nomination_cool_1719,136.24,44.54,3.42,0.0,0.0
nomination_cool_1722,177.81,15.77,2.86,0.0,0.0
nomination_cool_1733,933.34,32.34,3.3,0.0,0.0
nomination_cool_1743,428.63,1001.23,2.75,0.0,NaN
nomination_cool_1747,8.66,28.33,2.92,0.0,0.0
nomination_cool_1752,245.13,10.22,2.81,0.0,0.0
nomination_cool_1755,180.13,29.49,2.62,0.0,0.0
nomination_cool_1760,256.85,11.42,2.84,0.0,0.0
nomination_cool_1770,160.7,58.2,3.19,0.0,0.0
nomination_cool_1771,205.8,8.28,2.6,0.0,0.0
nomination_cool_1773,256.18,14.8,2.93,0.0,0.0
nomination_cool_1789,132.11,28.78,3.02,0.005810550023725653,0.0
nomination_cool_1810,307.57,13.97,3.34,0.0,0.0
nomination_cool_1817,840.02,667.29,3.0,0.0,0.0
nomination_cool_1832,278.22,11.45,2.85,0.0,0.0
nomination_cool_1833,129.57,33.45,2.82,0.0,0.0
nomination_cool_1845,122.85,29.67,2.88,0.0,0.0
nomination_cool_1849,171.47,19.75,2.87,0.0,0.0
nomination_cool_1854,112.69,14.11,3.05,0.0,0.0
nomination_cool_1855,276.32,7.6,2.83,0.0,0.0
nomination_cool_1857,174.09,13.73,2.93,0.0,0.0
nomination_cool_1862,169.95,13.93,2.92,0.0,0.0
nomination_cool_1865,665.49,9.85,2.91,0.0,0.0
nomination_cool_1866,199.94,10.84,3.16,0.0,0.0
nomination_cool_1867,369.8,31.28,2.79,0.0,0.0
nomination_cool_1879,169.28,1001.26,2.76,0.0,NaN
nomination_cool_1904,138.11,11.64,3.26,0.0,0.0
nomination_cool_1906,282.49,9.63,3.17,0.0,0.0
nomination_cool_1915,304.62,29.56,2.83,0.0,0.0
nomination_cool_1932,318.04,30.3,2.98,0.0,0.0
nomination_cool_1934,134.15,11.41,3.08,0.0,0.0
nomination_cool_1938,282.43,14.27,2.83,0.0,0.0
nomination_cool_1945,431.9,26.73,2.81,0.0,0.0
nomination_cool_1948,690.01,12.71,2.6,0.0,0.0
nomination_cool_1953,305.52,8.53,2.69,0.0,0.0
nomination_cool_1955,140.43,10.76,2.86,0.0,0.0
nomination_cool_1956,188.38,44.48,2.64,0.0,0.0
nomination_cool_1968,145.17,1001.22,2.91,0.0,NaN
nomination_cool_1970,317.38,12.24,2.98,0.0,0.0
nomination_cool_1972,139.82,12.57,3.26,0.0,0.0
nomination_cool_1976,295.91,11.43,2.99,0.0,0.0
nomination_cool_1977,294.29,27.62,3.02,0.0,0.0
nomination_cool_1981,349.76,9.77,3.03,0.0,0.0
nomination_cool_1985,360.86,8.05,3.04,0.0,0.0
nomination_cool_2007,175.97,38.95,2.59,0.0,0.0
nomination_cool_2026,280.76,11.82,2.84,0.0,0.0
nomination_cool_2028,261.74,10.53,2.72,0.0,0.0
nomination_cool_2029,209.86,13.98,2.96,0.0,0.0
nomination_cool_2035,287.65,12.57,3.25,0.0,0.0
nomination_cool_2038,248.84,31.87,2.77,0.0,0.0
nomination_cool_2047,263.71,24.89,2.7,0.0,0.0
nomination_cool_2050,278.42,12.68,3.44,0.0,0.0
nomination_cool_2052,593.88,11.52,2.87,0.0,0.0
nomination_cool_2056,309.98,6.85,2.84,0.0,0.0
nomination_cool_2057,231.48,50.53,2.83,0.0,0.0
nomination_cool_2068,951.54,17.48,2.97,0.0,0.0
nomination_cool_2077,152.42,55.48,2.88,0.0,0.0
nomination_cool_2080,229.98,22.11,2.72,0.0,0.0
nomination_cool_2085,267.25,8.71,3.24,0.0,0.0
nomination_cool_2088,643.99,25.42,2.62,0.0,0.0
nomination_cool_2090,296.68,19.6,2.82,0.0,0.0
nomination_cool_2091,274.63,9.39,3.2,0.0,0.0
nomination_cool_2094,155.68,39.2,2.72,0.0,0.0
nomination_cool_2096,391.01,8.39,2.93,0.0,0.0
nomination_cool_2099,153.55,13.78,3.12,0.0,0.0
nomination_cool_2100,132.76,25.2,2.88,0.0,0.0
nomination_cool_2103,139.26,7.89,2.98,0.0,0.0
nomination_cool_2108,131.33,31.0,3.0,0.0,0.0
nomination_cool_2111,278.2,9.45,2.73,0.0,0.0
nomination_cool_2112,254.56,14.66,3.04,0.0,0.0
nomination_cool_2115,635.13,10.62,2.98,0.0,0.0
nomination_cool_2119,264.7,1000.82,2.97,0.0,NaN
nomination_cool_2125,225.62,1000.46,3.03,0.0,NaN
nomination_cool_2128,156.68,9.65,2.82,0.0,0.0
nomination_cool_2130,280.13,6.82,2.99,0.0,0.0
nomination_cool_2132,293.79,32.88,3.21,0.0,0.0
nomination_cool_2140,247.01,15.0,2.96,0.0,0.0
nomination_cool_2142,137.41,15.86,2.88,0.0,0.0
nomination_cool_2144,344.6,14.22,2.84,0.0,0.0
nomination_cool_2148,256.84,46.72,3.02,0.0,0.0
nomination_cool_2151,145.62,8.04,2.88,0.0,0.0
nomination_cool_2163,250.23,23.98,2.84,0.0,0.0
nomination_cool_2169,5.87,8.67,2.83,0.0,0.0
nomination_cool_2171,139.75,11.19,2.76,0.0,0.0
nomination_cool_2184,142.2,41.13,2.75,0.006487286688836506,0.0
nomination_cool_2192,169.23,13.83,2.83,0.0,0.0
nomination_cool_2193,127.91,42.86,2.86,0.0,0.0
nomination_cool_2195,297.25,8.2,3.08,0.009675593096027462,0.0
nomination_cool_2197,365.26,29.13,2.93,0.0,0.0
nomination_cool_2203,305.54,7.96,2.81,0.0,0.0
nomination_cool_2213,247.34,13.4,2.94,0.0,0.0
nomination_cool_2217,220.82,27.31,3.12,0.0,0.0
nomination_cool_2220,866.93,7.58,3.23,0.0,0.0
nomination_cool_2223,255.28,13.89,2.83,0.0,0.0
nomination_cool_2231,203.74,16.69,3.24,0.0,0.0
nomination_cool_2237,140.74,11.75,2.74,0.0,0.0
nomination_cool_2239,134.9,45.14,3.06,0.0,0.0
nomination_cool_2240,708.41,11.54,2.93,0.0,0.0
nomination_cool_2244,154.51,7.87,2.77,0.0,0.0
nomination_cool_2245,137.81,13.66,2.89,0.0,0.0
nomination_cool_2247,196.64,30.3,2.87,0.0,0.0
nomination_cool_2250,111.7,53.02,2.76,0.0,0.0
nomination_cool_2264,236.55,1001.73,2.79,0.0,NaN
nomination_cool_2274,207.56,31.25,2.86,0.0,0.0
nomination_cool_2289,242.43,31.55,3.19,0.0,0.0
nomination_cool_2298,175.46,12.76,2.76,0.0,0.0
nomination_cool_2306,207.0,39.97,2.84,0.0,0.0
nomination_cool_2312,124.98,10.4,2.57,0.0,0.0
nomination_cool_2314,299.14,8.09,3.07,0.0,0.0
nomination_cool_2317,314.29,21.44,2.86,0.0,0.0
nomination_cool_2340,257.81,10.69,3.22,0.0,0.0
nomination_cool_2341,286.55,9.19,3.2,0.0,0.0
nomination_cool_2344,705.6,26.22,2.91,0.0,0.0
nomination_cool_2356,284.39,29.71,2.88,0.0,0.0
nomination_cool_2360,124.33,32.8,3.55,0.0,0.0
nomination_cool_2364,172.92,21.31,2.8,0.0,0.0
nomination_cool_2370,153.44,1001.61,2.57,0.0,NaN
nomination_cool_2377,282.16,8.25,2.76,0.0,0.0
nomination_cool_2379,150.39,7.0,3.25,0.0038988464500971506,0.0
nomination_cool_2384,118.26,15.03,2.77,0.0,0.0
nomination_cool_2386,246.91,10.77,2.81,0.0,0.0
nomination_cool_2392,320.26,11.43,3.14,0.0,0.0
nomination_cool_2393,308.32,26.91,2.73,0.0,0.0
nomination_cool_2407,238.57,1000.93,3.25,0.0,NaN
nomination_cool_2410,451.48,12.92,2.6,0.0,0.0
nomination_cool_2411,356.6,10.01,2.61,0.0,0.0
nomination_cool_2414,364.13,764.6,2.99,0.0,0.0
nomination_cool_2415,315.26,12.13,3.34,0.0,0.0
nomination_cool_2423,265.11,27.43,3.07,0.0,0.0
nomination_cool_2431,165.24,23.49,2.76,0.0,0.0
nomination_cool_2433,243.77,9.9,3.18,0.0,0.0
nomination_cool_2442,254.17,8.74,2.69,0.0,0.0
nomination_cool_2443,130.3,9.26,2.93,0.0,0.0
nomination_cool_2444,242.88,7.24,2.69,0.0,0.0
nomination_cool_2445,265.86,28.27,2.82,0.0,0.0
nomination_cool_2446,324.55,9.87,2.88,0.0,0.0
nomination_cool_2458,152.85,17.39,3.3,0.0,0.0
nomination_cool_2464,137.57,10.3,3.18,0.0,0.0
nomination_cool_2466,1000.27,10.82,3.11,0.0,0.0
nomination_cool_2469,128.97,7.04,2.85,0.0,0.0
nomination_cool_2473,170.19,18.71,2.62,0.0,0.0
nomination_cool_2477,192.68,14.21,3.02,0.0,0.0
nomination_cool_2486,118.88,13.19,2.96,0.0,0.0
nomination_cool_2494,233.14,11.95,3.2,0.0,0.0
nomination_cool_2499,541.4,28.77,3.16,0.0,0.0
nomination_cool_2501,249.99,21.9,2.7,0.0,0.0
nomination_cool_2504,172.29,28.75,3.13,0.0,0.0
nomination_cool_2508,330.88,36.03,2.62,0.0,0.0
nomination_cool_2513,159.13,10.15,2.99,0.0,0.0
nomination_cool_2514,186.5,27.2,2.8,0.005230212528599394,0.0
nomination_cool_2522,182.23,8.26,2.97,0.0,0.0
nomination_cool_2528,246.77,14.51,3.35,0.0,0.0
nomination_cool_2529,267.57,10.01,2.68,0.0,0.0
nomination_cool_2535,126.2,10.61,2.93,0.0,0.0
nomination_cool_2537,218.31,12.91,3.63,0.0,0.0
nomination_cool_2540,162.1,23.03,2.98,0.0,0.0
nomination_cool_2547,282.01,11.24,3.07,0.0,0.0
nomination_cool_2550,209.79,8.94,3.2,0.0,0.0
nomination_cool_2578,286.48,13.01,3.42,0.0,0.0
nomination_cool_2585,259.01,33.78,3.04,0.0,0.0
nomination_cool_2587,149.93,10.94,2.92,0.0,0.0
nomination_cool_2601,324.67,13.92,3.12,0.0,0.0
nomination_cool_2605,166.0,7.77,2.74,0.0,0.0
nomination_cool_2618,286.72,7.32,2.69,0.0,0.0
nomination_cool_2625,793.56,9.49,2.99,0.0,0.0
nomination_cool_2629,284.84,45.17,2.78,0.0,0.0
nomination_cool_2635,281.47,13.48,2.96,0.0,0.0
nomination_cool_2641,183.05,11.21,3.14,0.0,0.0
nomination_cool_2642,237.65,10.68,2.86,0.0,0.0
nomination_cool_2653,247.75,11.1,2.78,0.0,0.0
nomination_cool_2656,444.46,11.9,2.88,0.0,0.0
nomination_cool_2661,151.64,23.97,3.12,0.0,0.0
nomination_cool_2674,228.67,9.3,2.77,0.0,0.0
nomination_cool_2683,119.38,14.83,2.72,0.0,0.0
nomination_cool_2684,170.12,8.52,2.53,0.0,0.0
nomination_cool_2685,181.84,8.0,3.3,0.0,0.0
nomination_cool_2688,189.59,11.89,2.9,0.0,0.0
nomination_cool_2702,248.92,38.55,3.14,0.0,0.0
nomination_cool_2707,101.57,39.94,2.81,0.0,0.0
nomination_cool_2708,319.22,7.21,2.74,0.0,0.0
nomination_cool_2716,118.94,1000.91,2.77,0.0,NaN
nomination_cool_2719,982.02,11.5,2.93,0.0,0.0
nomination_cool_2731,147.84,11.6,3.34,0.0,0.0
nomination_cool_2736,590.38,8.53,3.12,0.0,0.0
nomination_cool_2737,276.04,8.43,2.63,0.0,0.0
nomination_cool_2738,673.01,41.38,2.82,0.0,0.0
nomination_cool_2742,218.98,10.68,2.79,0.0,0.0
nomination_cool_2755,149.64,15.98,2.71,0.0,0.0
nomination_cool_2769,329.73,9.98,2.63,0.005314394464887667,0.0
nomination_cool_2772,204.34,27.7,2.77,0.0,0.0
nomination_cool_2774,260.38,32.63,2.51,0.0,0.0
nomination_cool_2775,164.5,36.46,3.42,0.0,0.0
nomination_cool_2777,151.55,9.11,2.9,0.0,0.0
nomination_cool_2797,308.6,24.27,2.93,0.0,0.0
nomination_cool_2798,263.2,11.89,2.85,0.008062271098864364,0.0
nomination_cool_2800,244.26,10.79,2.66,0.0,0.0
nomination_cool_2809,223.06,28.62,2.88,0.0,0.0
nomination_cool_2813,258.92,10.33,2.95,0.0,0.0
nomination_cool_2818,186.47,12.62,3.17,0.0,0.0
nomination_cool_2820,254.46,1000.95,3.09,0.0,NaN
nomination_cool_2828,170.22,13.47,2.75,0.0,0.0
nomination_cool_2832,146.75,11.73,2.89,0.0,0.0
nomination_cool_2848,343.64,11.92,2.87,0.0,0.0
nomination_cool_2850,308.43,37.97,2.97,0.0,0.0
nomination_cool_2859,146.5,27.76,2.76,0.0,0.0
nomination_hot_0002,119.47,30.14,2.81,0.0,0.0
nomination_hot_0018,179.14,1000.36,2.93,0.0,NaN
nomination_hot_0020,218.73,8.12,2.83,0.0,0.0
nomination_hot_0040,130.34,11.63,3.24,0.0,0.0
nomination_hot_0042,99.94,11.44,3.11,0.0,0.0
nomination_hot_0045,164.74,25.63,3.68,0.0,0.0
nomination_hot_0058,108.15,1000.69,3.06,0.0,NaN
nomination_hot_0072,319.8,8.19,3.13,0.0,0.0
nomination_hot_0077,155.51,34.47,3.04,0.0,0.0
nomination_hot_0078,102.07,25.32,2.96,0.0,0.0
nomination_hot_0085,115.86,50.12,2.82,0.0,0.0
nomination_hot_0093,110.82,1001.01,3.14,0.0,NaN
nomination_hot_0102,137.55,28.54,3.03,0.0,0.0
nomination_hot_0107,66.37,7.08,3.4,0.0,0.0
nomination_hot_0117,89.38,25.1,3.11,0.0,0.0
nomination_hot_0130,112.5,1010.14,3.11,0.0,NaN
nomination_hot_0137,109.9,7.07,2.74,0.0,0.0
nomination_hot_0142,124.46,31.29,3.09,0.0,0.0
nomination_hot_0143,89.32,16.1,3.11,0.0,0.0
nomination_hot_0145,307.76,1000.85,3.18,0.0,NaN
nomination_hot_0153,186.39,14.76,3.27,0.0014621821977872603,0.0
nomination_hot_0164,77.43,36.4,2.78,0.0,0.0
nomination_hot_0185,87.02,37.36,3.13,0.0,0.0
nomination_hot_0203,241.84,9.81,2.69,0.0,0.0
nomination_hot_0211,876.51,31.96,3.33,0.0,0.0
nomination_hot_0215,602.02,31.46,3.01,0.0,0.0
nomination_hot_0235,302.22,1000.67,2.99,0.0,NaN
nomination_hot_0236,276.53,10.53,3.18,0.0,0.0
nomination_hot_0239,92.33,37.47,3.11,0.0,0.0
nomination_hot_0240,101.16,37.73,3.45,0.0,0.0
nomination_hot_0247,121.25,7.34,3.38,0.0,0.0
